feature_name,feature_type,country,population,latitude,longitude
Slavonski Brod,City,Croatia,97718,45.1602783,18.0155822
Mangochi,City,Malawi,97711,-14.4595967,35.2699812
L'Ariana,City,Tunisia,97687,36.8666732,10.1999975
Trindade,City,Brazil,97521,-16.6500057,-49.4999866
Arapongas,City,Brazil,97512,-23.4100065,-51.4300497
Bafra,City,Turkey,97452,41.568172,35.9068933
Az Zahran,City,Saudi Arabia,97446,26.2914301,50.1583231
Turkistan,City,Kazakhstan,97360,43.3015546,68.2548929
San Carlos del Zulia,City,Venezuela,97288,9.0103919,-71.9199876
Târgu Jiu,City,Romania,97179,45.045,23.2740006
Shangzhi,City,China,96980,45.2204297,127.9700077
Guasave,City,Mexico,96860,25.5704922,-108.4699789
Shostka,City,Ukraine,96825,51.8734086,33.4796512
Yasuj,City,Iran,96786,30.6590041,51.5940036
Bunia,City,Dem. Rep. Congo,96764,1.5604073,30.240004
Linköping,City,Sweden,96732,58.4100122,15.6299397
Schwerin,City,Germany,96641,53.6333041,11.4166986
Bolu,City,Turkey,96629,40.736259,31.6061222
Mtwara,City,Tanzania,96602,-10.2696199,40.189991
Araguari,City,Brazil,96565,-18.6400134,-48.1999884
Yên Bái,City,Vietnam,96540,21.705003,104.8750026
Corumbá,City,Brazil,96520,-19.0160111,-57.6500059
Half Way Tree,City,Jamaica,96494,18.0333001,-76.7999965
Sliven,City,Bulgaria,96368,42.6793703,26.3300101
Kelo,City,Chad,96224,9.3170657,15.8000069
New London,City,United States of America,96178,41.3555235,-72.1000283
Merced,City,United States of America,96091,37.3026184,-120.481933
Erechim,City,Brazil,96087,-27.6300073,-52.2699984
Redding,City,United States of America,96058,40.5870433,-122.3905762
Yola,City,Nigeria,96006,9.2099921,12.4800028
Aurangabad,City,India,95929,24.7704118,84.3800069
Sungaipenuh,City,Indonesia,95913,-2.0631441,101.3964359
Bolzano,City,Italy,95895,46.5004291,11.3600195
Chico,City,United States of America,95888,39.7286202,-121.8363982
Mekele,City,Ethiopia,95856,13.4999886,39.4699833
Kuznetsk,City,Russia,95574,53.1204126,46.5999873
Guliston,City,Uzbekistan,95520,40.495731,68.7907259
Bariloche,City,Argentina,95394,-41.1499573,-71.2999996
Magadan,City,Russia,95282,59.5749799,150.8100089
Boli,City,China,95260,45.756366,130.5759468
Catanzaro,City,Italy,95251,38.9003762,16.6000097
Hradec Králové,City,Czechia,95195,50.2059962,15.8120015
Juazeiro,City,Brazil,95132,-9.4200077,-40.4999675
Osijek,City,Croatia,95077,45.5503837,18.6800378
Al Aqabah,City,Jordan,95048,29.5269949,35.0776932
Biu,City,Nigeria,95005,10.6204228,12.1899947
Latacunga,City,Ecuador,94972,-0.9295699,-78.6099669
Dobrich,City,Bulgaria,94831,43.5850515,27.8399955
Naxcivan,City,Azerbaijan,94788,39.2092204,45.4122045
Nowra,City,Australia,94781,-34.8828463,150.6000476
Prešov,City,Slovakia,94718,48.9997339,21.2393648
Rock Hill,City,United States of America,94564,34.9403854,-81.03
Kırşehir,City,Turkey,94336,39.1419992,34.1710026
Ponta Porã,City,Brazil,94331,-22.5300085,-55.7299681
Bento Gonçalves,City,Brazil,94271,-29.1694999,-51.5199667
Novy Urengoy,City,Russia,94212,66.0833165,76.6332446
Al Fujayrah,City,United Arab Emirates,94163,25.1234394,56.3374808
Lagos de Moreno,City,Mexico,94127,21.3704126,-101.9299905
Yishui,City,China,94115,35.7904368,118.6199841
Usti Nad Labem,City,Czechia,94105,50.6629982,14.0810046
Malindi,City,Kenya,94016,-3.2099992,40.1000223
Fort Smith,City,United States of America,93988,35.3862238,-94.3983572
Burlington,City,United States of America,93807,44.4757982,-73.2124669
Samandagi,City,Turkey,93638,36.1170577,35.9332999
Manzhouli,City,China,93620,49.5999815,117.4299792
Tatuí,City,Brazil,93580,-23.3500102,-47.8600092
Michurinsk,City,Russia,93499,52.8999868,40.4999979
Trelew,City,Argentina,93442,-43.2500358,-65.3299506
Nazran,City,Russia,93357,43.2330031,44.7830015
Daan,City,China,93297,45.4999992,124.2999991
Polatlı,City,Turkey,93262,39.5841588,32.1472261
Sheberghan,City,Afghanistan,93241,36.6579808,65.7383024
Bath,City,United Kingdom,93238,51.3837486,-2.3500222
Bafang,City,Cameroon,93145,5.1703937,10.1799882
Darwin,City,Australia,93080,-12.425354,130.8500386
Nouméa,City,New Caledonia,93060,-22.2625278,166.4442852
Ho,City,Ghana,93044,6.6004098,0.4699865
Kineshma,City,Russia,92983,57.4699662,42.129976
Coronel,City,Chile,92940,-37.0299503,-73.1600153
Wukari,City,Nigeria,92933,7.8704098,9.7800126
Rosenheim,City,Germany,92809,47.8503467,12.1333056
Toowoomba,City,Australia,92800,-27.5645333,151.9555204
Quibdó,City,Colombia,92780,5.6904136,-76.6600084
Lawrence,City,United States of America,92726,38.9597524,-95.2552299
Sampit,City,Indonesia,92710,-2.5329346,112.9500459
Santa Fe,City,United States of America,92681,35.6869289,-105.9372394
Foumban,City,Cameroon,92673,5.7303854,10.8999959
Patos,City,Brazil,92575,-7.0195858,-37.2900084
Greenville,City,United States of America,92565,35.6128766,-77.3666836
Yuma,City,United States of America,92489,32.6852775,-114.6236084
Tulcea,City,Romania,92475,45.1993457,28.7966813
Fuan,City,China,92470,27.0704265,119.6200264
Maizuru,City,Japan,92465,35.4504059,135.3333309
Villa María,City,Argentina,92453,-32.4100256,-63.2600253
Santiago de Compostela,City,Spain,92430,42.882898,-8.5410914
Itaituba,City,Brazil,92308,-4.2586173,-55.9250208
Dhangarhi,City,Nepal,92294,28.6949971,80.5930026
Tubarão,City,Brazil,92275,-28.4800329,-49.0200159
Calais,City,France,92201,50.9504159,1.8333142
Ciudad Guzman,City,Mexico,92161,19.7104106,-103.4600004
Ereğli,City,Turkey,92117,37.5062752,34.0516577
Kohima,City,India,92113,25.6669979,94.1165702
Danjiangkou,City,China,92008,32.5200163,111.5000052
Kuopio,City,Finland,91900,62.8942863,27.6949397
Bugulma,City,Russia,91900,54.5543303,52.7942863
Kilosa,City,Tanzania,91889,-6.8395967,36.9900313
Cabinda,City,Angola,91791,-5.5596232,12.1899947
Lawton,City,United States of America,91752,34.5990367,-98.4099728
Arezzo,City,Italy,91589,43.4617257,11.8749751
Grahamstown,City,South Africa,91548,-33.2995837,26.5200244
Novoaltaysk,City,Russia,91386,53.3992586,83.958844
Tecoman,City,Mexico,91321,18.9203813,-103.8799748
Helsingborg,City,Sweden,91304,56.041291180968074,12.723269742553532
Mons,City,Belgium,91277,50.4459991,3.9390036
Kendu Bay,City,Kenya,91248,-0.3595788,34.6399939
Muriaé,City,Brazil,91173,-21.1300423,-42.3899813
Pingdu,City,China,91077,36.7903758,119.9400069
Niğde,City,Turkey,91039,37.9760041,34.6940016
Sioux City,City,United States of America,90932,42.500389,-96.3999921
Lüleburgaz,City,Turkey,90899,41.4066573,27.3552189
Chauk,City,Myanmar,90870,20.908477,94.8230387
Cuauhtémoc,City,Mexico,90835,28.4257442,-106.8695856
Drammen,City,Norway,90722,59.738481129257444,10.199231839963424
Moncton,City,Canada,90635,46.0833486,-64.7666775
Klagenfurt,City,Austria,90610,46.6203443,14.3100203
Phetchaburi,City,Thailand,90497,13.1132939,99.9411759
Gatchina,City,Russia,90486,59.5706649,30.1333439
Itanhaem,City,Brazil,90385,-24.1799853,-46.8000222
Kirovo-Chepetsk,City,Russia,90252,58.5543703,50.0443766
Reconquista,City,Argentina,90184,-29.1395276,-59.6500131
Mbabane,City,eSwatini,90138,-26.3166508,31.1333345
Barahona,City,Dominican Rep.,90128,18.2003736,-71.099986
Buea,City,Cameroon,90088,4.1550031,9.2310035
Limerick,City,Ireland,90054,52.664704,-8.6230502
Francistown,City,Botswana,89979,-21.1700399,27.5000162
Yegoryevsk,City,Russia,89795,55.3847964,39.02939
Jönköping,City,Sweden,89780,57.7713432,14.1650162
Santana do Livramento,City,Brazil,89694,-30.8800415,-55.5300061
Vlorë,City,Albania,89546,40.47736,19.4982308
Chester,City,United Kingdom,89531,53.18632509137432,-2.9029645759748974
Hickory,City,United States of America,89462,35.7334894,-81.3414022
Fujin,City,China,89442,47.2703821,132.019993
Hosaina,City,Ethiopia,89300,7.5503776,37.8500305
Ad Dakhla,City,Morocco,89292,23.7140559,-15.9368109
Tambacounda,City,Senegal,89212,13.7803591,-13.6800283
Sumbawanga,City,Tanzania,89161,-7.9595801,31.6200232
Valle de la Pascua,City,Venezuela,89080,9.2099921,-66.019986
Shwebo,City,Myanmar,88914,22.5782717,95.6928564
Zárate,City,Argentina,88781,-34.0895613,-59.0400245
Albany,City,United States of America,88766,31.5787301,-84.1558299
Wangqing,City,China,88732,43.3247831,129.7343444
Rafaela,City,Argentina,88713,-31.2500447,-61.4999777
Norrköping,City,Sweden,88639,58.5954273,16.1786918
Montero,City,Bolivia,88616,-17.3496012,-63.2600253
Chosica,City,Peru,88606,-11.9300354,-76.7100053
Chaman,City,Pakistan,88568,30.9250491,66.4463212
Brovary,City,Ukraine,88506,50.4943197,30.7809012
Târgoviște,City,Romania,88435,44.9379991,25.4590025
Nova Lima,City,Brazil,88399,-19.980035,-43.8500214
Taldyqorghan,City,Kazakhstan,88380,45.0000039,78.4000101
Zhob,City,Pakistan,88356,31.3489767,69.4385933
Qal at Bishah,City,Saudi Arabia,88291,20.0086869,42.5986812
Brusque,City,Brazil,88284,-27.1299861,-48.9300214
San Angelo,City,United States of America,88256,31.4640084,-100.4366966
São Tomé,City,São Tomé and Principe,88219,0.3374664069826239,6.729649806269851
Coronel Oviedo,City,Paraguay,88101,-25.4499853,-56.4399506
State College,City,United States of America,87926,40.7937232,-77.8602452
Charlottesville,City,United States of America,87925,38.0291891,-78.4769259
Yozgat,City,Turkey,87881,39.8179981,34.8149975
Madinat ath Thawrah,City,Syria,87880,35.8366614,38.5480757
Ebolowa,City,Cameroon,87875,2.9000155,11.1500065
Saint John,City,Canada,87857,45.2670418,-66.0766751
Ağrı,City,Turkey,87854,39.7198352,43.0513151
Surigao,City,Philippines,87832,9.7842981,125.4888155
Yeysk,City,Russia,87814,46.6987891,38.2633903
Çanakkale,City,Turkey,87791,40.1459332,26.4063879
Parepare,City,Indonesia,87776,-4.0166683,119.6333073
San Juan De Los Morros,City,Venezuela,87739,9.900999,-67.3540016
Buzuluk,City,Russia,87714,52.7821129,52.2617606
Makeni,City,Sierra Leone,87679,8.8804256,-12.0499728
Uman,City,Ukraine,87658,48.7542967,30.2109102
Pergamino,City,Argentina,87652,-33.8995988,-60.5699827
Žilina,City,Slovakia,87625,49.2198238,18.7493876
Gitarama,City,Rwanda,87613,-2.0696037,29.7599816
Koidu,City,Sierra Leone,87539,8.4404783,-10.8499943
Assis,City,Brazil,87471,-22.659613,-50.4199821
Changting,City,China,87458,25.8669857,116.3166621
La Crosse,City,United States of America,87381,43.801369,-91.2394285
Koudougou,City,Burkina Faso,87347,12.2504783,-2.3699952
Shumen,City,Bulgaria,87283,43.2700061,26.9293534
Mishan,City,China,87257,45.5503837,131.8800016
Nenjiang,City,China,87236,49.1799813,125.2300199
Ed Dueim,City,Sudan,87068,13.990398,32.2999816
Lokossa,City,Benin,86971,6.6150001,1.7150045
Huaraz,City,Peru,86934,-9.5300268,-77.530007
Nouadhibou,City,Mauritania,86738,20.9000021,-17.0560238
Tumaco,City,Colombia,86713,1.8099787,-78.8099805
Ruhengeri,City,Rwanda,86685,-1.4996126,29.6300154
Bitola,City,North Macedonia,86528,41.039057,21.3395137
Olavarría,City,Argentina,86320,-36.9000358,-60.3299974
Ioanina,City,Greece,86304,39.6679004,20.8508614
Panshi,City,China,86216,42.9426359,126.0561193
Lorca,City,Spain,86119,37.6885639,-1.6985116
Shchekino,City,Russia,86088,54.0143374,37.5142887
Agua Prieta,City,Mexico,86083,31.3223375,-109.5630388
Vero Beach,City,United States of America,86039,27.642252,-80.3911243
Baytown,City,United States of America,86034,29.7558439,-94.9677281
Potiskum,City,Nigeria,86002,11.7103821,11.0799849
Huehuetenango,City,Guatemala,85992,15.3203943,-91.469983
Homestead,City,United States of America,85967,25.468302,-80.4777857
Chipata,City,Zambia,85963,-13.6295699,32.6400126
Poitier,City,France,85960,46.5832923,0.3332765
Keffi,City,Nigeria,85911,8.8490322,7.8736173
Usolye Sibirskoye,City,Russia,85900,52.7649821,103.6449808
Helong,City,China,85756,42.5347538,129.0043632
Behbehan,City,Iran,85707,30.5818142,50.2614693
Río Gallegos,City,Argentina,85700,-51.6332967,-69.2165868
Chumphon,City,Thailand,85686,10.5126774,99.1872168
Muncie,City,United States of America,85449,40.1937598,-85.386375
Sokcho,City,South Korea,85430,38.208713,128.5911584
Versailles,City,France,85416,48.8004696,2.1333475
Huntington,City,United States of America,85396,38.4195787,-82.4452883
Paulo Afonso,City,Brazil,85350,-9.402966500322927,-38.22168873828767
Ituiutaba,City,Brazil,85345,-18.9700191,-49.4599891
Cáceres,City,Brazil,85274,-16.0500423,-57.5100145
Liepaga,City,Latvia,85132,56.5099732,21.0100248
Ballarat,City,Australia,85109,-37.5595821,143.8400468
Louga,City,Senegal,85075,15.6103766,-16.2500007
Junín,City,Argentina,85007,-34.5845699,-60.9588737
Limón,City,Costa Rica,85001,10.0000214,-83.0333403
Lorient,City,France,84952,47.7504045,-3.3665752
Nanaimo,City,Canada,84905,49.1460202,-123.9342911
Savannakhet,City,Laos,84898,16.537581,104.772974
Duluth,City,United States of America,84800,46.7833317,-92.1063782
Sumenep,City,Indonesia,84656,-7.0049096,113.8496293
Guider,City,Cameroon,84647,9.9303874,13.940017
Springfield,City,United States of America,84576,39.9200039,-83.799986
Linjiang,City,China,84315,41.8363469,126.9359623
Alton,City,United States of America,84276,38.8909969,-90.1842216
Trinidad,City,Bolivia,84259,-14.8333724,-64.8999768
Slidell,City,United States of America,84239,30.2749595,-89.7810938
Yurga,City,Russia,84220,55.7257575,84.8854024
Porto Santana,City,Brazil,83927,-0.0395984,-51.1799874
Lake Charles,City,United States of America,83821,30.2263837,-93.217189
Sault Ste. Marie,City,United States of America,83805,46.4952615,-84.3452757
Mbarara,City,Uganda,83700,-0.5996159,30.6500048
Anzhero Sudzhensk,City,Russia,83692,56.0800252,86.0400089
Bethlehem,City,South Africa,83654,-28.2195837,28.2999674
Londonderry/Derry,City,United Kingdom,83652,55.0003754,-7.3332839
Peterborough,City,Canada,83627,44.2999691,-78.3332654
Gisenyi,City,Rwanda,83623,-1.6846659,29.262906
Ocaña,City,Colombia,83511,8.240413,-73.3500037
Ouidah,City,Benin,83503,6.3603727,2.089991
Victorville,City,United States of America,83496,34.5365082,-117.2903191
Reșița,City,Romania,83324,45.2969625,21.8865087
Codó,City,Brazil,83288,-4.4795858,-43.8799679
Kampong Cham,City,Cambodia,83233,12.0004419,105.4500386
Izmayil,City,Ukraine,83194,45.3503443,28.8373506
Tulcán,City,Ecuador,83000,0.821997,-77.7320005
Antsiranana,City,Madagascar,82937,-12.2765015,49.3115261
Amasya,City,Turkey,82896,40.65368,35.8330476
Yacuíba,City,Argentina,82803,-22.030039,-63.6999984
Wiener Neustadt,City,Austria,82762,47.8159819,16.2499536
Araxá,City,Brazil,82595,-19.5795943,-46.9500131
Muş,City,Turkey,82536,38.7490159,41.4969397
Nan,City,Thailand,82483,18.7868494,100.7714611
Pernik,City,Bulgaria,82467,42.6099947,23.0227185
Bagamoyo,City,Tanzania,82426,-6.4396212,38.8900187
Chukai,City,Malaysia,82425,4.2332416,103.4478869
Palmerston North,City,New Zealand,82400,-40.352691,175.6072108
Nangong,City,China,82386,37.3703921,115.3700016
Chimaltenango,City,Guatemala,82370,14.6619991,-90.8199985
Gießen,City,Germany,82358,50.5837199,8.650004
Troitsk,City,Russia,82338,54.1056496,61.5702364
Banská Bystrica,City,Slovakia,82336,48.7332902,19.1499833
Kanoya,City,Japan,82335,31.3833157,130.8500386
Kilis,City,Turkey,82301,36.7204059,37.1199975
Fier,City,Albania,82297,40.730004,19.5730026
Polatsk,City,Belarus,82258,55.4893895,28.7859843
Asela,City,Ethiopia,82240,7.9504049,39.1399259
Bolgatanga,City,Ghana,82177,10.7903866,-0.8499846
Gulfport,City,United States of America,82165,30.3675637,-89.0927637
Abomey,City,Benin,82154,7.1903996,1.9899971
Chililabombwe,City,Zambia,82068,-12.3695951,27.8199967
Qasserine,City,Tunisia,81987,35.1803965,8.829993
Presidencia Roque Saenz Pena,City,Argentina,81879,-26.7900069,-60.4500159
Agboville,City,Côte d'Ivoire,81770,5.9403467,-4.2800336
Kaspiysk,City,Russia,81752,42.8747331,47.6243693
Luján,City,Argentina,81749,-34.569909861977045,-59.11045422563519
Bendigo,City,Australia,81657,-36.7599927,144.2800199
Watampone,City,Indonesia,81629,-4.5328125,120.3333679
Campana,City,Argentina,81612,-34.1599963,-58.9599777
Sukhumi,City,Georgia,81546,43.0200214,41.0200179
Lavras,City,Brazil,81472,-21.2495699,-45.0099506
Béziers,City,France,81438,43.3504922,3.2099743
Balqash,City,Kazakhstan,81364,46.8532241,74.9502465
Bistrița,City,Romania,81318,47.1380041,24.5130036
Annapolis,City,United States of America,81300,38.9783301,-76.4924992
Avaré,City,Brazil,81285,-23.1100248,-48.9300214
Asbest,City,Russia,81248,57.0230426,61.4580468
Formosa,City,Brazil,81232,-15.5394791,-47.3399893
Pisco,City,Peru,81207,-13.7100301,-76.2199836
Salina Cruz,City,Mexico,81063,16.167061,-95.1999878
Linares,City,Chile,81015,-35.85066841888429,-71.59136123379247
Zomba,City,Malawi,80932,-15.3900309,35.3100305
Natitingou,City,Benin,80892,10.3204153,1.3899821
Hobart,City,Australia,80870,-42.8500085,147.2950297
Abu Kamal,City,Syria,80808,34.4504153,40.9186287
Klin,City,Russia,80778,56.3430583,36.6987312
Atakpamé,City,Togo,80683,7.5300429,1.1200244
Bingöl,City,Turkey,80568,38.885004,40.4980026
Necochea,City,Argentina,80478,-38.5599861,-58.7499905
Huacho,City,Unknown,80474,-11.1100338,-77.6199498
Uvinza,City,Tanzania,80350,-5.1195984,30.3900207
Kilifi,City,Kenya,80339,-3.609613,39.8500118
Mbalmayo,City,Cameroon,80206,3.5203911,11.5000109
Musan,City,North Korea,80146,42.2304313,129.2303959
Meiganga,City,Cameroon,80100,6.5204922,14.2899698
Al Karak,City,Jordan,80062,31.1851107,35.7047351
Vorkuta,City,Russia,80039,67.5,64.0099841
Capenda-Camulemba,City,Angola,80000,-9.4195943,18.4300272
Xigaze,City,China,80000,29.2500092,88.8833496
Nabatiye et Tahta,City,Lebanon,80000,33.383304,35.4500016
Koktokay,City,China,80000,46.99112308175973,89.53021785838968
Jabal Ali,City,Unknown,80000,24.976239,55.0107401
Ciudad Mante,City,Mexico,79981,22.7333527,-98.9500173
Prachin Buri,City,Thailand,79757,14.0572156,101.3767989
Eau Claire,City,United States of America,79740,44.8113591,-91.4983533
Khaskovo,City,Bulgaria,79699,41.9437822,25.5632869
Quillota,City,Chile,79686,-32.8799711,-71.2600021
Hagerstown,City,United States of America,79662,39.6416488,-77.7202796
Erdenet,City,Mongolia,79647,49.0532965,104.118337
Kropotkin,City,Russia,79599,45.4470825,40.5821118
Itumbiara,City,Brazil,79582,-18.3996146,-49.2100043
Beni Mazar,City,Egypt,79553,28.4903915,30.8099951
Yalta,City,Russia,79509,44.4993109,34.159403
Ouahigouya,City,Burkina Faso,79504,13.5704236,-2.4199921
Shadrinsk,City,Russia,79479,56.0836684,63.6332629
Abaetetuba,City,Brazil,79420,-1.7245307,-48.8848801
Idaho Falls,City,United States of America,79399,43.4666866,-112.0333014
Kadoma,City,Zimbabwe,79174,-18.3300065,29.9099467
Paysandú,City,Uruguay,79016,-32.3299788,-58.0799797
Inowrocław,City,Poland,79007,52.7799424,18.2499865
Slatina,City,Romania,78988,44.4349981,24.3710016
Kupyansk,City,Ukraine,78870,49.7217829,37.5980562
Shulan,City,China,78764,44.4091097,126.9487264
Sagaing,City,Myanmar,78739,21.879999,95.9619966
Hania,City,Greece,78728,35.5122109,24.0155778
Três Lagoas,City,Brazil,78712,-20.7900114,-51.7200061
Biel,City,Switzerland,78708,47.16659,7.2500378
Gualeguaychú,City,Argentina,78676,-33.0200142,-58.5200045
Ceuta,City,Spain,78674,35.8889838,-5.3069994
Dondo,City,Mozambique,78648,-19.6195919,34.7300142
Altoona,City,United States of America,78607,40.5185978,-78.3949671
São João del Rei,City,Brazil,78592,-21.1300423,-44.249997
St.-Jerome,City,Canada,78439,45.7666496,-73.9999899
Pingyi,City,China,78254,35.5104281,117.6200451
Umeå,City,Sweden,78197,63.8299915,20.2399943
Zahlé,City,Lebanon,78145,33.850116,35.9041544
Wa,City,Ghana,78107,10.0604053,-2.5000131
St. Joseph,City,United States of America,78012,39.7690312,-94.8463918
Gangtok,City,India,77900,27.3333303,88.6166475
Decatur,City,United States of America,77868,39.8407064,-88.954736
Marsala,City,Italy,77784,37.8054043,12.4386617
Mansfield,City,United States of America,77768,40.7583248,-82.5155424
Linkou,City,China,77754,45.2818988,130.2518839
Hakkâri,City,Turkey,77699,37.5744365,43.7408337
Numan,City,Nigeria,77617,9.4604419,12.0400297
Johnson City,City,United States of America,77538,36.3133248,-82.3536143
Kars,City,Turkey,77486,40.6084632,43.0974621
Itaúna,City,Brazil,77400,-20.0600301,-44.5700291
Söke,City,Turkey,77341,37.7512215,27.4102543
Jacksonville,City,United States of America,77288,34.7543244,-77.4305557
Kayes,City,Mali,77207,14.4499823,-11.44001
Ende,City,Indonesia,77205,-8.8623157,121.6489465
San Carlos,City,Venezuela,77192,9.657999,-68.5899985
Jiexiu,City,China,77178,37.0400246,111.8999808
Ovalle,City,Chile,77138,-30.609446535085038,-71.19949283690885
São Mateus,City,Brazil,77117,-18.7296203,-39.8599807
Butare,City,Rwanda,77000,-2.5896236,29.7300093
La Rochelle,City,France,76997,46.166651,-1.1499921
Thakhek,City,Laos,76928,17.4111969,104.8361226
Sarqan,City,Kazakhstan,76919,45.42034,79.9149047
Karur,City,India,76915,10.9503768,78.083337
Pori,City,Finland,76772,61.4788947,21.7749393
San Felipe,City,Venezuela,76766,10.335996,-68.7459955
Oudtshoorn,City,South Africa,76708,-33.5800317,22.1900044
Uttaradit,City,Thailand,76630,17.6316227,100.0971871
Atlantic City,City,United States of America,76573,39.3646373,-74.4233232
Alexandria,City,United States of America,76565,31.3110978,-92.4450139
Jataí,City,Brazil,76547,-17.8795947,-51.7500043
São João da Boa Vista,City,Brazil,76540,-21.9800163,-46.789997
Al Musayyib,City,Iraq,76454,32.778631,44.2899991
Tucuruí,City,Brazil,76337,-3.7673566631924396,-49.67365154576268
St. Augustine,City,United States of America,76331,29.8948794,-81.3147113
Honiara,City,Solomon Is.,76328,-9.4379943,159.9497657
Masvingo,City,Zimbabwe,76311,-20.0596167,30.8200203
Babahoyo,City,Ecuador,76279,-1.7995943,-79.5400135
Kasserine,City,Tunisia,76243,35.2167031,8.7166985
Tuban,City,Indonesia,76242,-6.8995414,112.0499975
Sakhon Nakhon,City,Thailand,76237,17.1679043,104.1478959
Birobidzhan,City,Russia,76146,48.7974207,132.9507889
Dover,City,United States of America,76039,39.1580866,-75.524703
Tamanrasset,City,Algeria,76000,22.7850033,5.5228047
Tailai,City,China,75992,46.3903583,123.409976
Mackay,City,Australia,75922,-21.1438916,149.1500069
Longview,City,United States of America,75920,32.5005343,-94.7402743
Kamensk Shakhtinskiy,City,Russia,75814,48.3317643,40.251796
Buynaksk,City,Russia,75800,42.8334953,47.113031
Galway,City,Ireland,75594,53.272393,-9.0488123
Nevşehir,City,Turkey,75527,38.624004,34.7239985
Bend,City,United States of America,75441,44.053928846469,-121.30860300281861
Wausau,City,United States of America,75422,44.9591537,-89.6299919
Campo Murao,City,Brazil,75401,-24.0496057,-52.4199893
Kompong Chhnang,City,Cambodia,75244,12.2504783,104.6666239
Agrinio,City,Greece,75233,38.6217627,21.4077266
Idah,City,Nigeria,75087,7.1104045,6.7399397
Bombo,City,Uganda,75000,0.5832991,32.5332995
Gode,City,Ethiopia,75000,5.9500102,43.4499987
Freeport,City,United States of America,74892,28.9594843,-95.3568775
Red Deer,City,Canada,74857,52.2666404,-113.8000411
Darkhan,City,Mongolia,74738,49.46239175748236,105.97254426003542
Cachoeira do Sul,City,Brazil,74694,-30.0299642,-52.9099852
Greenock,City,United Kingdom,74635,55.93329,-4.7500308
Toledo,City,Spain,74632,39.8670355,-4.0167164
Manokwari,City,Indonesia,74504,-0.8711238,134.0692736
Shanxian,City,China,74459,34.7904203,116.0799841
Texarkana,City,United States of America,74414,33.4421047,-94.0374748
Karlstad,City,Sweden,74141,59.3671373,13.4999406
Kara Balta,City,Kyrgyzstan,74133,42.8306273,73.8856604
San Ramón de la Nueva Orán,City,Argentina,74059,-23.1399971,-64.3200122
Standerton,City,South Africa,74021,-26.9395068,29.2400134
Riberalta,City,Bolivia,74014,-10.9830131,-66.100007
Prey Veng,City,Cambodia,74000,11.484,105.3240036
Cozumel,City,Mexico,73934,20.51,-86.9500004
Kiffa,City,Mauritania,73930,16.6199791,-11.3999866
Auburn,City,United States of America,73929,32.6097007,-85.4808395
Grand Bassam,City,Côte d'Ivoire,73772,5.2003919,-3.7499884
Joplin,City,United States of America,73763,37.0845956,-94.5130789
Farah,City,Afghanistan,73647,32.3917296,62.0968192
Rapid City,City,United States of America,73632,44.080551,-103.2305571
Munchon,City,North Korea,73619,39.3813029,127.2517053
Bawku,City,Ghana,73594,11.0603959,-0.239996
Sundsvall,City,Sweden,73389,62.4000529,17.3166585
Onitsha,City,Nigeria,73374,6.140412,6.779989
Mandurah,City,Australia,73356,-32.5234826,115.7470567
Mpanda,City,Tanzania,73338,-6.3595744,31.0500321
Skien,City,Norway,73330,59.1999898,9.6000236
Roanne,City,France,73315,46.0333258,4.0666662
Bonao,City,Dominican Rep.,73269,18.9420031,-70.4089976
Cuamba,City,Mozambique,73268,-14.7896024,36.5399812
Terre Haute,City,United States of America,73236,39.4666465,-87.4138739
Călărași,City,Romania,73224,44.2062797,27.3259183
Tatvan,City,Turkey,73222,38.5065759,42.2815946
General Roca,City,Argentina,73212,-39.0199581,-67.6099665
Tokar,City,Sudan,73202,18.4333309,37.7332934
Nekemte,City,Ethiopia,73018,9.0904645,36.5300077
Korosten,City,Ukraine,72984,50.9504159,28.6500236
San Juan,City,Dominican Rep.,72950,18.8089489,-71.2309424
Cheyenne,City,United States of America,72927,41.1400069,-104.8197107
Dabou,City,Côte d'Ivoire,72913,5.3203587,-4.3899494
Missoula,City,United States of America,72856,46.872241,-113.9930526
Guadalajara,City,Spain,72850,40.6337071,-3.1665874
Quảng Trị,City,Vietnam,72722,16.7503587,107.2000093
Oshkosh,City,United States of America,72698,44.0251022,-88.5425131
Tamazunchale,City,Mexico,72685,21.2704187,-98.7799502
Georgievsk,City,Russia,72649,44.1599001,43.4699458
Carlisle,City,United Kingdom,72633,54.8799951,-2.9299868
Lanxi,City,China,72528,46.2663607,126.2759509
Logan,City,United States of America,72490,41.7359396,-111.8335979
Launceston,City,Australia,72458,-41.4498356,147.1301818
Keshan,City,China,72403,48.0263308,125.8659501
Bacabal,City,Brazil,72372,-4.2299886,-44.7999893
Bourges,City,France,72340,47.0837268,2.3999979
Venado Tuerto,City,Argentina,72340,-33.7495821,-61.9700007
Goya,City,Argentina,72304,-29.1399927,-59.2699846
Montepuez,City,Mozambique,72279,-13.1195752,39.0000378
As Suwayda,City,Syria,72248,32.7004187,36.5665946
Esbjerg,City,Denmark,72205,55.4670394,8.4500162
Chusovoy,City,Russia,72113,58.2934302,57.8130497
Nizwa,City,Oman,72076,22.92639,57.5314131
Chalkida,City,Greece,71842,38.4639946,23.6123982
Kalamata,City,Greece,71823,37.0389136,22.1141951
Andkhvoy,City,Afghanistan,71730,36.9316592,65.1014937
Vratsa,City,Bulgaria,71633,43.2099839,23.5625305
